lemma,HasProperty,MotivatedByGoal,CapableOf,NotUsedFor,HasFirstSubevent,Desires,InstanceOf,DerivedFrom,HasSubevent,RelatedTo,CausesDesire,MadeOf,SymbolOf,PartOf,EtymologicallyDerivedFrom,UsedFor,AtLocation,Synonym,IsA,Causes,TranslationOf
鮮明,,,,,,,,,,,,,,,,,,,,,"/c/en/vivid/a/bright,_intense_or_colourful,/c/en/vivid/a/clear,_detailed_or_powerful"
騁懷,,,,,,,,,,,,,,,,,,,,,
鍾愛,,,,,,,,,,,,,,,,,,,,,/c/en/beloved/a/loved
鍾情,,,,,,,,,,,,,,,,,,,,,/c/en/fall_in_love/v/to_come_to_have_feelings_of_love
醜,"她,水漬",去整型,"年華老去,長痘痘",,,"型男,正妹,女人,老帥,藝人,許純美",,,,,,,,,,,,,,"胖,暴牙,缺乏運動,長短腳",
賽,,,,,,,,,,,,,,,,,,,,,
豁朗,,,,,,,,,,,,,,,,,,,,,
謝謝,,,,,,,,,感謝上帝,,,,,,/c/en/xiexie,,,,,感激,
謝意,,,,,,,,,,,,,,,,,,,,,/c/en/gratitude/n/state_of_being_grateful
謝天謝地,,,,,,,,,,,,,,,,,,,,,/c/en/thank_goodness
講究,,,,,,,,,,,,,,,,,,,,,
講求,,,,,,,,,,,,,,,,,,,,,
覬覦,,,,,,,,,,,,,,,,,,,,,
褻瀆,,,,,,神,,,,,,,,,,,,,,,"/c/en/blasphemy/n/irreverence_toward_something_sacred,/c/en/desecration/n/act_of_disrespect_towards_sacred"
虧損,,,,,,"老闆,公司,人民,廠商,員工,財團法人,日本人",,,,,,,,,,,,,,"投資,投資股票,做生意",
虧心,,,,,,,,,,,,,,,,,,,,,
薄,,,,,,,,,,,,,,,,,,,,,/c/en/thin/a/having_little_thickness_or_extent_from_one_surface_to_its_opposite
艱難,事業,,,,,,,,,,,,,,,,,,,,
艱澀,哲學書,,,,,,,,,,,,,,,,,,,,
艱險,,,,,,,,,,,,,,,,,,,,,
艱鉅,,,,,,,,,,,,,,,,,,,,,
艱深,政治,,,,,,,,,,,,,,,,,,,,
艱苦,,,,,,,,,,,,,,,,,,,,,/c/en/arduous/a/needing_or_using_up_much_energy
艱辛,真理的探索,,,,,,,,,,,,,,,,,,,,
艱困,,,,,,,,,,,,,,,,,,,,,
臨淵羨魚,,,,,,,,,,,,,,,,,,,,,
臊,,,,,,,,,,,,,,,,,,,,,
臉紅脖子粗,,,"生氣,吵架",,,,,,"惱羞成怒,生氣",,,,,,,,,,,生氣,
臉紅,,"害羞,洗臉","謊言穿幫時,害羞",,,,,,"害羞,生氣,生病,緊張,興奮,熱,開心,憋氣,發燒,不好意思,天氣熱,很熱,用力,喜歡的人面前,嬌羞,發燒了,被親,暗戀,約會,萬眾矚目下",,,,,,,,,,,"害羞,喝酒,尷尬,告白,感冒,牽手,談戀愛,說謊,出糗,生氣,親親,發燒,被親",
臉皮薄,,害臊,,,,,,,,,,,,,,,,,,,
臉皮厚,,,,,倒追,,,,,,,,,,,,,,,,
膽顫心驚,,,,,,,,,,,,,,,,,,,,,
膽戰心驚,,,,,,,,,,,,,,,,,,,,,
膽量,,,,,,,,,,,,,,,,,,,,,
膽寒,,,,,,,,,,,,,,,,,,,,,
膽破心驚,,,,,,,,,,,,,,,,,,,,,
膽怯,,說謊,,,,,,,,,,,,,,,,,落荒而逃,"沒勇氣,沒自信","/c/en/faint-hearted/a/lacking_courage,_timid,/c/en/timid/a/lacking_in_courage_or_confidence"
膽小,,"逃避,怕鬼,害怕,緊張,躲起來",朴英奎,,,警察,,,,,,,,,,,,,尿褲子,害怕,/c/en/timid/a/lacking_in_courage_or_confidence
聳人聽聞,,,,,,,,,,,,,,,,,,,,,
聲嘶力竭,,,叫,,,,,,,,,,,,,,,,,,
聲淚俱下,,,,,,,,,,,,,,,,,,,,,
聲名狼藉,,,,,,,,,,,,,,,,,,,,,
聰明,"人,你,主人,學者,女友,鄉民,教授,電腦","讀書,唸書,看書,學習,玩遊戲,飛,像主人,思考,寫程式,有才華","思考,唸書,天才",,,,,,,,,,,知識,,,,,,"讀書,看書,唸書,思考,學習,上課,念書,閱讀,旅行,認真,努力,書,補習,看電視,看報紙,知識,吃飯",
繃臉,,,,,,,,,,,,,,,,,,,,,
繃緊,,,,,,,,,,,,,,,,,,,,,
繁瑣,,,,,,,,,,,,,,,,,,,,,
縮頭縮腦,,,,,,,,,,,,,,,,,,,,,
糟蹋,,,,,,,,,,,,,,,,,,,,,
糟糕,人類,"睡覺,說髒話,單身,彌補,大叫,躲避問題",,,,,,,,,,,,,,,,,,"肚子餓,沒錢,自滿",
糟心,,,,,,,,,,,,,,,,,,,,,
糟,,,,,,,,,,,,,,,,,,,,,
瞪眼,,,,,,,,,生氣,,,,,,,,,,,,
瞧得起,,,,,,,,,,,,,,,,,,,,,
瞧不起,,,,,,,,,,,小三,,,,,,,,,,
獲獎,,,,,,,,,,,,,,,,,,,,,
獲勝,,,,,,"少棒隊,開大絕,選手",,,打棒球,,,,,,,,,,,猜拳,
燦爛,"煙火,笑容,陽光",,,,,,,,,,,,燈,,,,,,,,"/c/en/splendid/a/showy;_magnificent;_sumptuous;_pompous,/c/en/resplendent/a/shiny_and_colourful,_and_thus_pleasing_to_the_eye"
濫情,,失戀,,,,,,,,,,,,,,,,,,,
濫用,,,,,,,,,,,,,,,,,,,,用死亡筆記本,/c/en/abuse/v/to_use_improperly
擊敗,,,,,,,,,,,,,,,,,,,,,
擊,,,,,,,,,,,,,,,,,,,,,
戲弄,,,,,,,,,,,,,,,,,,,,,"/c/en/tease/v/to_poke_fun_at,/c/en/hoax/v/to_deceive_with_a_hoax"
懨懨,,,,,,,,,,,,,,,,,,,,,
懦,,,,,,,,,,,,,,,,,,,,,
應付,,考試,,,,,,,,,,,,,,,,,,,/c/en/fudge/v/to_try_to_avoid_giving_a_direct_answer
幫助,,,朋友,,,"人,朋友",,,,,,朋友,,,,,,,"朋友,友情,學長","親人,朋友",/c/en/facilitate/v/to_make_easy_or_easier
幫忙,,,"朋友,下屬,神,電腦,鄉民",,,警察,,,"災區,水災,義賣",,"看到老太太,小姐,學生,新手",,,,,,,,,,"/c/en/oblige/v/to_do_someone_a_service_or_favour_(hence,_originally,_creating_an_obligation)"
幫手,,,,,,,,,,,,,,,,,,,,,
尷尬,,"喝水,笑,躲起來,臉紅,把臉遮起來,生氣,轉移話題","認錯人,忘記穿內褲時,裝熟,認錯人的時候",,,,,,"放屁,摔倒,被伯母罵,滑倒,帥哥面前摔倒",,,,沉默,,,,,,說哈哈,"放屁,跌倒,拉鍊沒拉,沈默,忘記穿褲子,告白,認錯人,前妻,惡作劇,臺灣國語,上課睡著,好人卡,脫衣服,裸男",
壓迫,,,"壓力,壓力太大,眼壓過高",,,"學生,總統",,,,,,,,,,,,,,,"/c/en/oppression/n/act_of_oppressing,_or_the_state_of_being_oppressed"
壓制,,,,,,,,,,,,,,,,,,,,,
壓抑,,,,,,,,,壓力很大,,,,,,,,,,,,/c/en/repression/n/act_of_repressing
壓力,,唸書,,,,"學生,考生,老師,員工,上班族,我,小孩,考試,爸爸,大人,父母,人,小孩子,高官,大學生",,,,,,,崩潰,,,,,,"考試,敵人,阻礙","考試,工作,上班,嫁孫道存,加入幫派,業績太低,殺人,升遷",/c/en/pressure/n/mental_strain
嚇壞,,,,,,,,,,,,,,,,,,,,,
嚇,,驚,,,,,,,,,,,,,,,,,,,/c/en/frighten/v/to_disturb_with_fear
優點,,,,,,,,,,,,,,,,,,,"上進,孝順,腿短",,
優勢,,,,,,,,,,,,,,,,,,,"美貌,美女",,
優雅,"貓,小提琴",,,,,,,,"國會上,帥哥面前",,,,"紫色,林志玲,黑色,貓咪,藍色,粉紅色",,,,,,發呆,,"/c/en/gracefulness/n/the_state_of_being_graceful,/c/en/grace/n/elegant_movement,_poise_or_balance,/c/en/graceful/a/showing_grace,/c/en/elegance/n/grace,_refinement,_and_beauty_in_movement,_appearance,_or_manners"
優惠,,,,,,,,,,,,,,,,,,,,"殺價,信用卡",
優勝,,,,,,,,,,,,,,,,,,,,,
優美,瀑布,,,,,,,,,,,,紫色,,,,,,/c/en/el_paso–_juárez,,"/c/en/delicately/r/in_a_delicate_manner,/c/en/gracefulness/n/the_state_of_being_graceful,/c/en/graceful/a/showing_grace"
優柔寡斷,,,,,,,,,,,,,,,,,,,,,"/c/en/indecision/n/inability_to_decide_on_a_course_of_action,/c/en/indecisive/a/not_decisive"
優哉游哉,,,,,,,,,,,,,,,,,,,,,
優良,,,,,,,,,,,,,,,,,,,,,
優秀,鄉民,,,,,,,,,,,,講狀,,,,,,,,
優,,,,,,,,,,,,,,,,,,,,,
償,,,,,,,,,,,,,,,,,,,,,
默默無言,,,,,,,,,,,,,,,,,,,,,
默默不語,,,,,,,,,"憂愁,上廁所",,,,,,,,,,,,
默然,,,,,,,,,,,,,,,,,,,,,
默哀,,,,,,,,,自殺事件,,麥可死,,,,,,,,,,
默不作聲,,,,,,,,,,,,,,,,,,,,,
默,,,,,,,,,,,,,,,,,,,,,
黔驢技窮,,,,,,,,,,,,,,,,,,,,,
黔驢之技,,,,,,,,,,,,,,,,,,,,,
駭然,,,,,,,,,,,,,,,,,,,,,/c/en/aghast/a/terrified
駭異,,,,,,,,,,,,,,,,,,,,,
駭怪,,,,,,,,,,,,,,,,,,,,,
頹靡,,,,,,,,,,,,,,,,,,,,,
頹廢,,,墮落,,,我,,,,,"煩躁,考完試,失去鬥志,暴躁,被罵時",,,,,,,,愛情,"悲傷,上b,失戀",
頹然,,,,,,,,,,,,,,,,,,,,,
頹喪,,,,,,,,,,,,,,,,,,,,"失意,分手,被二一,丟臉,考零分,失落",
頹敗,,,,,,,,,,,,,,,,,,,,,
頹唐,,,,,,,,,,,,,,,,,,,,,
頹,,,,,,,,,,,,,,,,,,,,,
頭痛,,"吃藥,睡覺,看醫生,休息,吃普拿疼,吃止痛藥",,,,,,,"生病,感冒,生病了,感冒了,不舒服",,,,,,,止痛藥,,,,"感冒,生病,喝酒,發燒,熬夜,失眠,考試,生氣,看書,吹風,煩惱,著涼,吃冰,吹冷氣,我,看電視,讀書",
頭昏,,"睡覺,停止工作,去保健室,想睡覺,休息,躺在床上",,,,,,,"生病,感冒,貧血,中暑,餓了,該休息",,,,,,,"枕頭,藥,頭痛藥,要看醫生,想睡一覺,熱毛巾,普拿疼,毛巾,熱水,綠油精,藥水,體溫計,休息,健保卡,冰枕,面速利達姆",,,,"熬夜,感冒,喝酒,肚子餓,生病,吸毒,月經,考完試,閃光,作息不正,吃飯,做雲霄飛車,上廁所,心煩氣躁",
靦腆,笑容,"臉紅,傻笑,躲起來,抿嘴",,,,,,,"老實,男人面前",,,,,,,,,,,親親,/c/en/shy/a/easily_frightened
靜默,,,,,,,,,,,,,黑色,,,,,,,,
霓,,,,,,,,,,,,,,,,,"天空,虹,雲",,,,
隨意,,,,,,,,,,,,,雲,,,,,,,,
隨便,,,,,,,,,"不拘小節,不重細節",,,,,,,,,,,,
錯誤,監聽,,判決,,,,,,,"錯誤/n,錯誤/n",,,"交叉,紅色",,,,,,"毒奶粉,衝動,愛,發卡,美麗的誤會,美麗,誤解,不唸書,型男",懶惰,"/c/en/inaccuracy/n/inaccurate_statement,/c/en/error/n/mistake,/c/en/mistakenly/r/by_mistake,/c/en/erroneously/r/in_an_erroneous_manner"
錯過,,,,,,搭車時,,,,,,,,,,,,,,粗心,/c/en/miss_out/v/to_miss_something_that_should_not_be_missed
錯亂,,,,,,,,,,,,,,,,,,,,,
錯怪,,,,,,,,,,,,,,,,,,,,,
錯,"感覺,阿扁洗錢",,,,,,,,,,,,,,,,,,,,
遺憾,,哭,,,,你,,,,,,,哭泣,,,,,,分手,"火災,恨,絕人子孫,飆車,分手,沉迷網路,衝動,犧牲,粗心",/c/en/regret/v/feel_sorry_about_some_past_thing
遺棄,,,,,,"親人,孤兒",,,,,,,,,,,,,,,
遺臭萬年,,,,,,,,,,,,,,,,,,,,,
遲疑,,,,,,,,,天上掉禮物,,,,,,,,,,,,
遲鈍,,,,,,,,,,,,,,,,,,,,,/c/en/dim/a/not_smart
遲到,,,,,,"老師,上班族,老闆,學生,考生,你,上班,教授,員工,上學,人,上司,主任",,,"睡過頭,塞車",,"睡過頭,不舒服",,,,,,,,,"睡過頭,塞車,睡覺,賴床,熬夜,想睡,鬧鐘壞了,上班,上課,發呆,看表演",
輸掉,,,,,,,,,,,,,,,,,,,,,
輸家,,,,,,,,,,,,,,,,,,,,,/c/en/loser/n/person_who_fails_to_win
輸,,,"猜拳,書,兄弟象",,,"游泳選手,選手,世足,打架,打球,棒球選手,比賽的人,賭博的人,大力士,小孩,織田信長,中華隊,劉邦,我,教練,每個人都,男人,兄弟象,八神庵,魯夫,世運",,,,,,,,,,,,,,"猜拳,打賭,賭博,賽車,打架,打排球,比賽",
蹂躪,,,,,,,,,,,,,,,,,,,,,
踴躍,,,,,,,,,,,,,,,,,,,,,
謀殺,,,,,,,,,,,,,,,,,,,,"憎恨,背叛",
諾言,,遵守,,,,,,,,,,,,,,,,,訂婚,,
諷刺,,,邱毅,,,,,,,,,,,,,,,,,,"/c/en/sarcasm/n/derision,_facetiousness"
親愛的,老婆,,,,,,,,,,,,,,,,,,男朋友,,
親愛,"馬桶,保護人",,,,,,,,,,,,,,,,,,,,"/c/en/dear/a/loved;_lovable,/c/en/beloved/a/loved"
親痛仇快,,,,,,,,,,,,,,,,,,,,,
親密,"老婆,情侶",擁抱,,,,"愛人,情侶",,,,,,,,,,,,,,"愛,做愛",/c/en/intimate/a/of_or_involved_in_a_sexual_relationship
親和,,,,,,,,,,,,,,,,,,,,,
親吻,唇,心跳加速,"偷情,嘴巴",,做愛,"情人,男朋友,浪漫氣氛下",,,"情人節,愛,約會的時候,約會,友好,愛意",,"談戀愛,情人節,看自己的女友,快樂,夜晚",,,,,"嘴唇,舌頭",,,,"牽手,擁抱,愛,女友,吵架又和好,大吵一架,睡前",
親切,"微笑,擁抱",脫團,,,,,,,,"親切/a,親切/a",,社交,笑容,,,,,,"自然,家聚",,"/c/en/friendliness/n/the_quality_of_being_friendly,/c/en/kind/a/affectionate,_nice,/c/en/kindhearted/a/having_an_innately_kind_disposition_or_character"
親,,,情侶,,,,,,"動物,正妹",,"愛情,見閃光,擁抱",,,,,"嘴巴,嘴唇",,,,,/c/en/-philia
褫奪,,,,,,,,,,,,,,,,,,,,,
融融,,,,,,,,,,,,,,,,,,,,,
融洽,,,,,,,,,,,,,,,,,,,,"快樂,高興",
蕭查某,,,,,,,,,,,,,,,,,,,,,
蕩婦,,,,,,,,,,,,,,,,,,,,,
舉鼎絕臏,,,,,,,,,,,,,,,,,,,,,
興奮,,"大叫,尖叫,唱歌",,,,,,,開心,,,,紅色,,,,,,,"唱歌,約會,中樂透,出去玩,看電影,看電視,玩遊戲,做愛,跳舞,中獎,美女,快樂,吃藥,正妹,打電動,打球,吸毒,看到偶像,喝咖啡,放假,看書,親親,談戀愛,開心,帥哥,運動,音樂,得獎,看到美女,喝酒,看a片,玩,吃大餐,遊戲,郊遊,吃飯,坐雲霄飛車",
興趣,,"工作,運動,讀書,唸書,打球,看書,跳舞,畫畫,錄音編曲,釣魚,打棒球,看電影,養小雞,狩獵,聽音樂,唱歌,彈吉他,培養,打籃球,養寵物,打獵,有趣的,玩社團",,,,,,,,,,,,,,,,,"看書,唱歌,音樂,逛街,運動,養小雞,唸書,跳舞,打羽球,打桌球,刺青,聽音樂",,
興歎,,,,,,,,,,,,,,,,,,,,,
興高彩烈,,,,,,,,,,,,,,,,,,,,,
興高采烈,,,,,,,,,,,,,,,,,,,,"中樂透,得第一,被帥哥搭訕,被正妹搭訕",
興致勃勃,,,,,,,,,,,,,,,,,,,,,
興致,,,,,,,,,,,,,,,,,,,,,
興旺,,,,,,,,,,,,,,,,,,,,,
興沖沖,,,,,,,,,,,,,,,,,,,,,
膩煩,,,,,,,,,,,,,,,,,,,,,
膩味,,,,,,,,,,,,,,,,,,,,,
膩,,,,,,,,,,,,,麥當勞,,,,,,,聞,
罹難,,,,,,,,,,,,,,,,,,,,颱風,
篤信,,,,,,,,,,,,,,,,,,,,,
篤定,,,,,,,,,,,,,,,,,,,,,
積極,人,"努力,認真,向上,上進,運動,很有錢,加油,不要當阿宅,不怕苦,出門,打拼,天才",,,,工作時,,,,,,,,,,,,,,"夢想,重生",
瞠目結舌,,,,,,,,,,,,,,,,,,,,,
盧洨,,,,,,,,,,,,,,,,,,,,,
盧小,,,,,,,,,,,,,,,,,,,,,
盧,,,,,,,,,,,,,,,,,,,,,/c/en/lú/n/chinese_surname
瘸,,,,,,,,,,,,,,,,,,,,,
獨創,,,,,,,,,,,,,,,,,,,,,
獨自,,,,,,,,,,,,,,,,,,,,,
獨木難支,,,,,,,,,,,,,,,,,,,,,
獨木不成林,,,,,,,,,,,,,,,,,,,,,
激勵,,,,,,,,,,,,,,,,,,,,,"/c/en/spur/n/anything_that_inspires_or_motivates,_as_a_spur_does_to_a_horse"
激憤,,,,,,,,,,,,,,,,,,,,,
激情,,"做愛,找女朋友,男女交媾,買保險套,找男朋友",,,,,,,,,,新歡,紅色,,,,,,,"打電話給你,熱吻",
激動不已,,,,,,,,,,,,,,,,,,,/c/en/kuźnica_dąbrowska,,
激動人心,,,,,,,,,,,,,,,,,,,,,
激動,"看麥可傑克遜,家屬",,生氣時,,,,,,"打電動,玩遊戲,馬英九來拜,打棒球,火在燒,歡欣莫名,辯論",,,,紅色,,,,,,,"生氣,看球賽,看電視,海綿寶寶,高興,棒球,上台演講,心情好,成功,2063號防,打架,王建民,興奮,出去玩,吵架,失戀,好故事,得獎,打電動,玩真三國無雙,被揍,被誤會,開心","/c/en/excitement/n/state_of_being_excited,/c/en/excite/v/to_stir_the_emotions_of"
激怒,,,,,,,,,,,,,,,,,,,,,"/c/en/provoke/v/to_cause_to_become_angry,/c/en/enrage/v/to_fill_with_rage"
橫眉豎眼,,,,,,,,,,,,,,,,,,,,,
橫眉怒目,,,,,,,,,,,,,,,,,,,,,
機靈,,,,,,,,,,,,,,,,,,,,,
機警,,,,,,,,,,,,,,,,,,,,,
機機歪歪,,,,,,,,,,,,,,,,,,,,,
機掰,,,,,,,,,,,,,,,,,,,,,
機敏,,,,,,,,,,,,,,,,,,,,,
機歪,,,,,,,,,,,,,,,,,,,,,
整潔,,"洗澡,打掃,清理,洗手,洗衣服,刷牙,剪指甲,打掃環境,刮鬍子,整理,洗頭",擦地板,,,,,,,,,,百合,紙濕巾,,,,,,"清理,剪指甲,洗完澡,洗衣服",
整齊,,"清理,打掃,作家事,剪指甲,梳理,造景",,,,居家環境,,,,,,,制服,鈕扣,,,,,,"清理,打埽",
擔驚受怕,,,,,,,,,,,,,,,,,,,,,
擔憂,,,,,,,,,魔界,,,,,,,,,,,生女兒,
擔保,,,,,,,,,,,,,,,,,,,,,/c/en/collateral/n/security_or_guarantee
擔心,,"害怕,生氣,傷心,恐慌,打電話",看醫生,,,,,,"地震,火災,她深夜未歸時,水災,迷路,死亡,被當時,戒指卡住,有蛇出沒,火在燒,生小孩,開始老人癡呆",,"媽媽,愛人",危險,,,,,,,,"考試,在乎,養寵物,颱風,疾病,考試考不好,陰影,暗戀,物價上漲,老公晚歸,親人出車禍,人失蹤,休克,失業,家人生病,懷孕,找不到人",
操雞掰,,,,,,,,,,,,,,,,,,,,,
操勞,,"生病,疲勞",,,,女生,,,,,,,,,,,,,,,
操神,,,,,,,,,,,,,,,,,,,,,
操你媽,,,,,,,,,,,,,,,,,,,,,
操你娘,,,,,,,,,,,,,,,,,,,,,
操守,,,,,,,,,,,,,,,,,,,,,
操心,,,,,,,,,,,,,,,,,,,,,
操,,累,,,,,,,,,,,,,,,,,,,
擅長,,,,,,,,,,,,,,,,,,,,,/c/en/adept/a/well_skilled
擁護,,,,,,,,,,,,,,,,,,,,,
擁抱,,"撒嬌,親親,裝可愛","情人,約會,愛情,交往,女朋友",,分手,"情人,情侶,女朋友,男朋友",,,愛,,"開心,戀愛,遇見老朋友,感動,快樂,親吻,情人",愛情,,,,,,,,"開心,愛,接吻,牽手,感動,談戀愛,吵架,難過",
戰戰兢兢,,,,,,,,,老闆面前,,,,,,,,,,,,
戰亂,,,,,,,,,,,,,,,,,,,,轟動,
戰勝,,,,,,,,,,,,,,,,,,,,對戰,
戰鬥,,,"魯夫,飛機,英雄,戰鬥暴龍獸,狗",,,鬥魚,,,武器,,,,勇士,,,,,,,生存,"/c/en/battle/n/general_action,_fight,_or_encounter;_a_combat,/c/en/combat/n/a_battle;_a_fight;_a_struggle_for_victory"
戰爭,,,"航空母艦,人",,,"人類,人,軍人,人民,倉黎百姓,大家,阿兵哥,總統",,,,,,,,,,"國防,核子武器,武器",,,,"人,石油,五胡亂華,美國,打架,中共,恐怖攻擊,種族,薔薇戰爭,貧窮,陸軍,仇恨,台獨,國家衝突,革命",
戰火,,,,,,,,,,,,,,,,,"殘骸,屍體,貧窮,士兵",,"韓戰,冷戰,越戰,南北戰爭,說話很酸",南北韓開戰,
懊惱,,,考不好,,,,,,"放槍,停水,失常,放砲,發現被劈腿後,ptt連不上",,,,,,,,,,,"考試,考零分,做錯事情,考試考不好,火車沒搭上,青春痘,發考卷,限量品沒買到,白頭髮,被老師打,分手","/c/en/distraught/a/deeply_hurt,_saddened,_or_worried"
懊喪,,,,,,,,,,,,,,,,,,,,,
懊悔,,淚奔,輸錢,,,,,,,,睡過頭,,,,,,,,,"捐發票,破財",
憨笑,,,,,,,,,,,,,,,,,,,,,
憑弔,,,,,,,,,,,,,,,,,,,,,
憊,,,,,,,,,,,,,,,,,,,,,
噱,,,,,,,,,,,,,,,,,,,,,
噬臍莫及,,,,,,,,,,,,,,,,,,,,,
器重,,,,,,,,,,,,,,,,,,,,,
器,,,,,,,,,,,,,,,,,,,,,
噤若寒蟬,,,,,,,,,,,,,,,,,,,,,
冀望,,,,,,,,,,,,,,,,,,,,,
冀,,,,,,,,,,,,,,,,,,,,,
魅力,,"打扮,化妝,減肥,看書,花錢,酷,運動,打工賺錢裝扮,充實自己,穿新衣,追逐潮流,有自信",,,,,,,,,,"受歡迎的男生,帥哥,天王",熟女,,,,,,"溫柔,熟女,兄弟象隊,知識","認真工作,長直髮",/c/en/charisma/n/personal_charm_or_magnetism
魄散魂飛,,,,,,,,,,,,,,,,,,,,,
魄力,,有份量,,,,,,,,,,,,,,,,,勇氣,,
鬧脾氣,,,"女朋友,不快樂,小雞,寵物",,,"貓咪,情侶,小狗",,,,,,,,,,,,,,"笨笨,餓了",
鬧情緒,,,,,,分手,,,,,,,,,,,,,,,
鬧心,,,,,,,,,,,,,,,,,,,,,
餘悸,,,,,,,,,,,,,,,,,,,,,
養育,,,,,,,,,,,,,,,,,,,,,
靠腰,,,,,,,,,心情不好,,,,,,,,,,,,
靠背,,,,,休息,,,,,,,,,,,,,,,,
靠杯,,,,,,,,,,,,,,,,,,,,,
靠北,,,,,,,,,,,,,,,,,,,,發瘋,
靠夭,,,,,,,,,,,"壞東西,不順,爛東西",,,,,,,,,"心情不好,肚子餓",
靠么,,,,,,,,,,,,,,,,,,,,肚子餓,
靠,,,,,,,,,,,,,,,,,,,,貪汙,
霉運,,,,,,"大家,總統,學生,藝人",,,,,,,,,,,,,,"作壞事,摔手機,做壞事,地上撿到錢,室內撐傘,生病,不尊重死者,沒自信,壞脾氣,說謊,貪心,遇到黑貓",
震驚,,,,,,,,,"目瞪口呆,傻住,不敢相信,吃驚,嚇到",,,,"幹,！",,,,,,,"地震,發現恐龍,閃光彈","/c/en/stun/v/to_shock_or_surprise,/c/en/astonish/v/surprise"
震顫,,,,,,,,,,,,,,,,,,,,,"/c/en/tremor/n/shake,_quiver,_or_vibration,/c/en/shiver/n/the_act_or_result_of_shivering,/c/en/shiver/v/to_tremble_or_shake,/c/en/tremble/n/a_shake"
震怒,,,,,,,,,,,,,,,,,,,,被誤會,
震,,,"手機,地,床",,,四川難民,,,,,,,,,,,,,,,
鋌而走險,,,,,,,,,,,,,,,,,,,,,/c/en/daredevil/n/person_who_engages_in_risky_behavior
銷魂,,,,,,,,,,,,,,,,,,,,,
醉心,,,,,,,,,,,,,,,,,,,,,
遷怒,,罵人,老師,,,,,,"生氣,生氣時",,生氣,,,,,,,,,,
遭受,,,,,,,,,,,,,,,,,,,,,
適當,,,,,,,,,,,,,,,,,,,,,"/c/en/suitable/a/appropriate_to_a_certain_occasion,/c/en/proper/a/fit,_suitable"
適意,,,,,,,,,,,,,,,,,,,,,
適時,,,,,,,,,,,,,,,,,,,,,
適宜,,,,,,,,,,,,,,,,,,,,,
適合,,喜歡,,,,,,,,,,,,,,,,,,,
輝煌,,,,,,,,,,,,,,,,,,,,,/c/en/splendid/a/possessing_or_displaying_splendor
賭爛,,,,,,,,,斷線,,,,,,,,,,,"工作,王昱舜,被劈腿,壓力,寫作業,遇到國中生,壞鄰居",
賭氣,,默不作聲,,,,,,,"生氣,吃醋",,,,,,,,,,泡美眉,"不高興,不接女友電話,難過,吵架,生氣",
質疑,,,,,,親情,,,,,,,,,,,,,,,/c/en/questionable/a/problematic;_open_to_doubt_or_challenge
賤貨,,,,,,老爺,,,,,,,,,,,,,,,
賤骨頭,,,,,,,,,,,,,,,,,,,,,
賤芭樂,,,,,,,,,,,,,,,,,,,,,
賤拔辣,,,,,,,,,,,,,,,,,,,,,
賤民,,,,,,批踢踢,,,,,,,,,,,,,,,/c/en/dalit/n/person_regarded_as_outcaste
賤人,阿扁,,,,,"女人,被炒魷魚的人,女生,小人",,,,,,,,,,,,,,,
賤,,,,,,,,,,,,,,,,,,,,,
賣俏,,,,,,,,,,,,,,,,,,,,,
賞識,,,,,,,,,,,,,,,,,,,,"工作,自尊,認真工作,認真讀書",
賞心悅目,"正妹,美女,花","看正妹,種花,美女","美少女,美女",,,,,,,,,,,,,,,,美女,"美女,帥哥,賞花",
豬腦,,,,,,,,,,,,,,,,,,,,,
豬哥,,,,,,女生,,,,,,,,,,,,,,,
豬,,,,,,獅子,,,,,,"豬肉,豬頭,豬排,豬肉乾",,,,,,,,,
談笑自若,,,,,,,,,,,,,,,,,,,,,
談虎色變,,,,,,,,,,,,,,,,,,,,,
諂媚,,搖尾巴,,,,醫生,,,,,,,,,,,,,,,
諂笑,,,,,,,,,,,,,,,,,,,,,
調戲,,,,,,,,,,,,,,,,,,,,,
調情,,,,,做愛,,,,約會,,,,,,,保險套,,,,,
調皮,貓貓,"玩耍,生病","小孩,小貓咪,小狗",,,小孩,,,"小,不乖,還是小孩,搗蛋,無理取鬧,惡作劇",,,死小孩,,,,,,,,,/c/en/naughty/a/bad;_tending_to_misbehave_or_act_badly
衝擊,,,,,,,,,,,,,,,,,,,,隕石,
衝動,,"做愛,大叫,沖冷水,罵人,大吼,殺人,走人,想接吻",,,打架,,,,愛上某個人,,,"憤怒,朋友",紅色,,,,,,戀愛,"不爽,正妹,生氣,和帥哥約會,無聊,思念,缺乏思考,喜歡,看見裸體正妹,慾望",/c/en/impulse/n/sudden_force_that_impels
衝突,,,,,,,,,,,,,紅色,,,,,,,"暴力,爭吵,選舉,文化交流,看別人女友,不屑,吵架,倒扁,利益,比中指,意見不同,偏見,種族差異,結婚","/c/en/trouble/n/violent_occurrence,/c/en/conflict/v/be_at_odds_(with)"
